timestamp,hostname,process_name,process_id,event_type,file_path
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1448,read,C:\Users\user\Documents\doc23.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1285,read,C:\Users\user\Documents\doc1.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1354,read,C:\Users\user\Documents\doc7.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1623,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1059,read,C:\Users\user\Documents\doc37.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1424,read,C:\Users\user\Documents\doc29.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1749,read,C:\Users\user\Documents\doc43.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1346,read,C:\Users\user\Documents\doc10.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1561,read,C:\Users\user\Documents\doc2.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1432,read,C:\Users\user\Documents\doc28.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1438,read,C:\Users\user\Documents\doc5.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1048,read,C:\Users\user\Documents\doc24.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1945,read,C:\Users\user\Documents\doc49.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1627,read,C:\Users\user\Documents\doc12.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1449,read,C:\Users\user\Documents\doc23.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1569,read,C:\Users\user\Documents\doc41.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1610,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1011,read,C:\Users\user\Documents\doc10.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1574,read,C:\Users\user\Documents\doc12.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1916,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1840,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1110,read,C:\Users\user\Documents\doc29.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1576,read,C:\Users\user\Documents\doc22.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1678,read,C:\Users\user\Documents\doc48.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1644,read,C:\Users\user\Documents\doc36.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1865,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1090,read,C:\Users\user\Documents\doc31.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1944,read,C:\Users\user\Documents\doc19.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1869,read,C:\Users\user\Documents\doc33.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1412,read,C:\Users\user\Documents\doc38.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1669,read,C:\Users\user\Documents\doc2.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1864,read,C:\Users\user\Documents\doc21.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1514,read,C:\Users\user\Documents\doc4.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1509,read,C:\Users\user\Documents\doc46.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1221,read,C:\Users\user\Documents\doc27.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1674,read,C:\Users\user\Documents\doc35.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1313,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1715,read,C:\Users\user\Documents\doc48.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1673,read,C:\Users\user\Documents\doc27.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1747,read,C:\Users\user\Documents\doc39.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1803,read,C:\Users\user\Documents\doc41.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1376,read,C:\Users\user\Documents\doc4.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1204,read,C:\Users\user\Documents\doc38.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1112,read,C:\Users\user\Documents\doc44.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1477,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1739,read,C:\Users\user\Documents\doc38.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1116,read,C:\Users\user\Documents\doc33.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1011,read,C:\Users\user\Documents\doc6.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1689,read,C:\Users\user\Documents\doc32.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1873,read,C:\Users\user\Documents\doc32.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1214,read,C:\Users\user\Documents\doc40.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1585,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1035,read,C:\Users\user\Documents\doc46.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1386,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1282,read,C:\Users\user\Documents\doc45.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1284,read,C:\Users\user\Documents\doc41.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1524,read,C:\Users\user\Documents\doc14.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1101,read,C:\Users\user\Documents\doc37.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1827,read,C:\Users\user\Documents\doc0.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1935,read,C:\Users\user\Documents\doc36.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1186,read,C:\Users\user\Documents\doc10.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1579,read,C:\Users\user\Documents\doc37.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1968,read,C:\Users\user\Documents\doc33.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1224,read,C:\Users\user\Documents\doc5.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1456,read,C:\Users\user\Documents\doc38.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1821,read,C:\Users\user\Documents\doc9.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1918,read,C:\Users\user\Documents\doc25.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1376,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1276,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1072,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1295,read,C:\Users\user\Documents\doc31.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1732,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1418,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1633,read,C:\Users\user\Documents\doc13.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1125,read,C:\Users\user\Documents\doc10.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1932,read,C:\Users\user\Documents\doc19.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1499,read,C:\Users\user\Documents\doc35.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1245,read,C:\Users\user\Documents\doc5.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1591,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1898,read,C:\Users\user\Documents\doc8.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1958,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1494,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1309,read,C:\Users\user\Documents\doc6.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1710,read,C:\Users\user\Documents\doc39.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1855,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1746,read,C:\Users\user\Documents\doc41.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1553,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1280,read,C:\Users\user\Documents\doc25.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1106,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1437,read,C:\Users\user\Documents\doc42.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1847,read,C:\Users\user\Documents\doc5.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1183,read,C:\Users\user\Documents\doc31.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1637,read,C:\Users\user\Documents\doc35.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1142,read,C:\Users\user\Documents\doc19.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1232,read,C:\Users\user\Documents\doc37.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1036,read,C:\Users\user\Documents\doc44.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1595,read,C:\Users\user\Documents\doc5.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1070,read,C:\Users\user\Documents\doc0.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1218,read,C:\Users\user\Documents\doc48.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1664,read,C:\Users\user\Documents\doc39.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1335,read,C:\Users\user\Documents\doc22.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1949,read,C:\Users\user\Documents\doc39.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1740,read,C:\Users\user\Documents\doc37.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1264,read,C:\Users\user\Documents\doc8.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1327,read,C:\Users\user\Documents\doc13.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1669,read,C:\Users\user\Documents\doc33.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1115,read,C:\Users\user\Documents\doc30.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1328,read,C:\Users\user\Documents\doc45.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1964,read,C:\Users\user\Documents\doc44.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1348,read,C:\Users\user\Documents\doc45.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1046,read,C:\Users\user\Documents\doc44.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1553,read,C:\Users\user\Documents\doc49.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1105,read,C:\Users\user\Documents\doc6.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1796,read,C:\Users\user\Documents\doc12.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1811,read,C:\Users\user\Documents\doc14.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1239,read,C:\Users\user\Documents\doc4.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1859,read,C:\Users\user\Documents\doc38.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1081,read,C:\Users\user\Documents\doc4.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1898,read,C:\Users\user\Documents\doc44.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1134,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1243,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1111,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1190,read,C:\Users\user\Documents\doc34.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1770,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1528,read,C:\Users\user\Documents\doc5.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1132,read,C:\Users\user\Documents\doc12.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1088,read,C:\Users\user\Documents\doc25.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1531,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1592,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1213,read,C:\Users\user\Documents\doc49.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1100,read,C:\Users\user\Documents\doc19.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1851,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1115,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1496,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1117,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1445,read,C:\Users\user\Documents\doc13.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1694,read,C:\Users\user\Documents\doc14.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1715,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1053,read,C:\Users\user\Documents\doc34.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1276,read,C:\Users\user\Documents\doc40.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1633,read,C:\Users\user\Documents\doc6.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1715,read,C:\Users\user\Documents\doc1.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1486,read,C:\Users\user\Documents\doc39.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1979,read,C:\Users\user\Documents\doc30.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1386,read,C:\Users\user\Documents\doc16.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1506,read,C:\Users\user\Documents\doc43.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1906,read,C:\Users\user\Documents\doc48.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1124,read,C:\Users\user\Documents\doc47.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1860,read,C:\Users\user\Documents\doc44.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1451,read,C:\Users\user\Documents\doc35.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1492,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1109,read,C:\Users\user\Documents\doc7.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1425,read,C:\Users\user\Documents\doc32.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1189,read,C:\Users\user\Documents\doc45.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1425,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1713,read,C:\Users\user\Documents\doc19.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1007,read,C:\Users\user\Documents\doc49.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1459,read,C:\Users\user\Documents\doc31.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1448,read,C:\Users\user\Documents\doc45.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1169,read,C:\Users\user\Documents\doc19.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1083,read,C:\Users\user\Documents\doc43.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1587,read,C:\Users\user\Documents\doc22.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1822,read,C:\Users\user\Documents\doc14.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1864,read,C:\Users\user\Documents\doc24.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1431,read,C:\Users\user\Documents\doc33.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1671,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1739,read,C:\Users\user\Documents\doc29.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1016,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1604,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1695,read,C:\Users\user\Documents\doc38.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1253,read,C:\Users\user\Documents\doc23.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1879,read,C:\Users\user\Documents\doc36.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1098,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1292,read,C:\Users\user\Documents\doc1.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1298,read,C:\Users\user\Documents\doc9.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1873,read,C:\Users\user\Documents\doc6.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1272,read,C:\Users\user\Documents\doc36.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1718,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1714,read,C:\Users\user\Documents\doc42.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1557,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1707,read,C:\Users\user\Documents\doc1.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1662,read,C:\Users\user\Documents\doc36.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1295,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1924,read,C:\Users\user\Documents\doc31.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1509,read,C:\Users\user\Documents\doc1.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1890,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1347,read,C:\Users\user\Documents\doc34.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1314,read,C:\Users\user\Documents\doc15.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1534,read,C:\Users\user\Documents\doc46.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1220,read,C:\Users\user\Documents\doc41.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1289,read,C:\Users\user\Documents\doc48.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1848,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1602,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1023,read,C:\Users\user\Documents\doc48.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1917,read,C:\Users\user\Documents\doc34.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1365,read,C:\Users\user\Documents\doc9.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1895,read,C:\Users\user\Documents\doc24.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1517,read,C:\Users\user\Documents\doc37.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1284,read,C:\Users\user\Documents\doc2.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1312,read,C:\Users\user\Documents\doc2.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1949,read,C:\Users\user\Documents\doc43.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1897,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1443,read,C:\Users\user\Documents\doc18.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1466,read,C:\Users\user\Documents\doc14.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1613,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1551,read,C:\Users\user\Documents\doc49.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1885,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1740,read,C:\Users\user\Documents\doc40.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1858,read,C:\Users\user\Documents\doc0.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1976,read,C:\Users\user\Documents\doc8.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1426,read,C:\Users\user\Documents\doc27.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1841,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1913,read,C:\Users\user\Documents\doc30.docx
2025-09-18T10:00:00,DESKTOP-A,svchost.exe,1048,read,C:\Users\user\Documents\doc0.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1949,read,C:\Users\user\Documents\doc26.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1667,read,C:\Users\user\Documents\doc32.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1593,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1188,read,C:\Users\user\Documents\doc25.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1058,read,C:\Users\user\Documents\doc0.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1351,read,C:\Users\user\Documents\doc17.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1950,read,C:\Users\user\Documents\doc13.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1097,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1734,read,C:\Users\user\Documents\doc34.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1529,read,C:\Users\user\Documents\doc30.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1387,read,C:\Users\user\Documents\doc20.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1204,read,C:\Users\user\Documents\doc16.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1381,read,C:\Users\user\Documents\doc4.docx
2025-09-18T10:00:00,DESKTOP-A,winword.exe,1789,read,C:\Users\user\Documents\doc11.docx
2025-09-18T10:00:00,DESKTOP-A,explorer.exe,1817,read,C:\Users\user\Documents\doc3.docx
2025-09-18T10:00:00,DESKTOP-A,chrome.exe,1878,read,C:\Users\user\Documents\doc29.docx
