timestamp,hostname,process_name,process_id,dest_ip,bytes_sent,bytes_received,duration
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1334,8.8.8.8,1071,5769,3.731795395199481
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1624,8.8.8.8,1293,16831,4.6446846496382035
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1925,8.8.8.8,808,14513,7.90683707542642
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1821,8.8.8.8,960,1970,7.4384019278153914
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1754,8.8.8.8,119,3377,9.72141604603602
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1980,8.8.8.8,467,1334,5.294075343847426
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1132,8.8.8.8,180,3623,4.884651844218186
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1093,8.8.8.8,1384,5929,7.056644279837522
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1035,8.8.8.8,1470,2692,1.210167549751208
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1218,8.8.8.8,707,6913,3.7062671201833544
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1070,8.8.8.8,1487,18371,1.1126674666689877
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1889,8.8.8.8,944,12614,3.3828514167556056
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1417,8.8.8.8,820,13469,3.003313873519364
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1940,8.8.8.8,832,7310,8.9618663780244
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1709,8.8.8.8,1056,10739,7.746144254882404
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1192,8.8.8.8,739,11279,5.91696054874945
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1980,8.8.8.8,539,8182,5.596216664088804
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1831,8.8.8.8,983,15807,3.41258618688084
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1358,8.8.8.8,1075,10061,2.861724227042014
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1624,8.8.8.8,406,11220,5.117676018941961
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1872,8.8.8.8,743,16226,6.026152240555114
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1686,8.8.8.8,441,16901,9.751860602536933
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1623,8.8.8.8,950,1296,5.835992519119634
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1551,8.8.8.8,776,16003,2.0324010771405874
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1651,8.8.8.8,142,3626,5.54593232816275
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1738,8.8.8.8,1160,18924,6.519523956123983
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1271,8.8.8.8,398,10340,6.96813676803226
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1797,8.8.8.8,488,9300,2.7522627879308987
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1639,8.8.8.8,1006,10871,8.496874665950761
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1876,8.8.8.8,803,5656,1.419604046940322
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1258,8.8.8.8,1210,18521,6.181018682245054
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1747,8.8.8.8,1370,14057,7.413610437673345
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1353,8.8.8.8,586,17702,5.27740867120882
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1738,8.8.8.8,1189,6790,4.775438472935898
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1205,8.8.8.8,1078,19308,8.765868562193035
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1323,8.8.8.8,966,10946,5.732075008200159
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1670,8.8.8.8,255,4850,9.671851288505554
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1872,8.8.8.8,267,3731,6.117010230936814
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1590,8.8.8.8,888,3581,8.74749663827511
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1771,8.8.8.8,239,11259,8.895917572692015
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1733,8.8.8.8,782,5305,2.7449196186105445
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1664,8.8.8.8,836,10932,8.984415539259448
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1774,8.8.8.8,614,7681,6.249205932749374
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1388,8.8.8.8,861,2983,6.030560834266138
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1642,8.8.8.8,180,3476,8.212565435206152
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1096,8.8.8.8,339,4667,2.7557089318026735
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1786,8.8.8.8,376,1511,7.376549375327283
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1363,8.8.8.8,1109,2166,2.5336789686747574
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1139,8.8.8.8,153,6452,1.580314229941164
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1535,8.8.8.8,1487,18492,5.34254150540937
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1696,8.8.8.8,908,2409,1.4002082987855995
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1599,8.8.8.8,972,1777,3.3192687673892447
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1229,8.8.8.8,1219,12378,4.098429970970652
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1010,8.8.8.8,1393,2498,6.59154444291567
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1334,8.8.8.8,188,16089,4.499098641955235
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1959,8.8.8.8,241,2103,9.464561651602525
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1479,8.8.8.8,1245,7396,3.030513519509572
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1476,8.8.8.8,778,19890,1.3814267612805011
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1507,8.8.8.8,508,8433,1.2788495786046186
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1407,8.8.8.8,1178,6279,1.379872264000134
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1353,8.8.8.8,740,7869,3.181445475749056
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1202,8.8.8.8,1483,11605,6.209522276563305
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1047,8.8.8.8,231,10814,4.460423576141494
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1513,8.8.8.8,915,3146,3.065605294149273
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1454,8.8.8.8,606,11847,3.3381559693582785
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1875,8.8.8.8,1159,3322,7.025128910519014
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1109,8.8.8.8,765,6304,4.083008735286971
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1692,8.8.8.8,174,6631,5.053623054023062
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1261,8.8.8.8,236,13948,7.621323940048849
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1547,8.8.8.8,343,10625,4.221850586129916
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1607,8.8.8.8,400,6095,7.636991009426869
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1379,8.8.8.8,700,18661,4.940599798977713
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1192,8.8.8.8,268,5857,5.64431665530486
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1828,8.8.8.8,218,5639,3.721236227880038
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1041,8.8.8.8,1103,15062,6.26332724942937
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1042,8.8.8.8,512,17527,4.437480003449436
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1585,8.8.8.8,309,1316,4.8938033350617545
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1167,8.8.8.8,1276,17924,4.4403548108455215
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1000,8.8.8.8,141,1796,5.363832933709202
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1398,8.8.8.8,1359,4582,2.5806118803112708
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1582,8.8.8.8,1394,6106,7.261354669759213
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1750,8.8.8.8,1031,15460,3.737313364956826
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1592,8.8.8.8,823,10034,4.029510037850774
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1371,8.8.8.8,1458,17601,1.9951290091325344
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1324,8.8.8.8,1332,10290,5.87634179394057
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1067,8.8.8.8,616,15589,8.511285261788034
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1297,8.8.8.8,830,18753,7.039901280602686
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1526,8.8.8.8,246,17033,1.8335857329143237
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1269,8.8.8.8,638,6236,3.1137544733116838
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1932,8.8.8.8,1050,11833,3.3521483200761506
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1719,8.8.8.8,1500,2369,5.659917562624248
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1243,8.8.8.8,1064,11400,3.8542932171589013
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1981,8.8.8.8,1391,1353,4.316143447012993
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1828,8.8.8.8,328,5096,5.951658731832254
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1383,8.8.8.8,912,12186,5.340695472723881
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1491,8.8.8.8,1148,2275,7.877231280008176
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1456,8.8.8.8,856,1312,3.984409305509358
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1329,8.8.8.8,1258,2756,1.909074469109215
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1989,8.8.8.8,984,9282,3.02634640588114
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1203,8.8.8.8,150,19295,5.271448526436583
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1122,8.8.8.8,231,12637,7.848525029832117
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1054,8.8.8.8,764,1085,1.2784345677932363
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1774,8.8.8.8,1434,8350,8.998903345897599
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1462,8.8.8.8,205,19639,2.384339015800035
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1109,8.8.8.8,1166,13882,7.559174838571841
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1728,8.8.8.8,1316,13359,2.143291796777168
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1766,8.8.8.8,1223,1537,7.63041019589416
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1106,8.8.8.8,1168,9660,2.531498452172241
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1591,8.8.8.8,510,10243,3.778819429307487
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1812,8.8.8.8,650,9335,2.2383411197856744
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1781,8.8.8.8,512,18918,6.0297865032505475
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1924,8.8.8.8,1386,19417,3.4948028690125494
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1488,8.8.8.8,1229,12064,4.43763808302897
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1349,8.8.8.8,1447,18731,9.162531521159547
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1529,8.8.8.8,372,15954,9.376611994376418
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1308,8.8.8.8,246,3479,6.967359369930367
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1316,8.8.8.8,943,1578,7.468256689351314
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1567,8.8.8.8,1226,10890,7.07567756659525
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1776,8.8.8.8,759,14240,1.765703499416427
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1910,8.8.8.8,456,12379,6.995247854944844
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1753,8.8.8.8,957,11016,4.686304835929963
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1755,8.8.8.8,339,19729,5.388955018789042
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1678,8.8.8.8,695,18385,6.699918144310305
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1808,8.8.8.8,191,5181,7.518645732742586
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1224,8.8.8.8,1035,16862,9.30138550984332
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1287,8.8.8.8,285,13412,3.425604226906461
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1141,8.8.8.8,1060,7928,8.093100960047913
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1309,8.8.8.8,838,4734,2.495567026684319
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1031,8.8.8.8,338,11626,2.55826821866113
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1748,8.8.8.8,557,2204,1.2064401075594828
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1729,8.8.8.8,288,13070,6.165611944263219
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1114,8.8.8.8,1219,7420,3.9107494418478757
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1890,8.8.8.8,64,11584,3.2701472702107455
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1241,8.8.8.8,1273,18089,2.342475337425934
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1859,8.8.8.8,1003,17938,1.6987612049836374
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1172,8.8.8.8,807,5036,2.353496293995264
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1215,8.8.8.8,762,5537,5.301357881789426
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1062,8.8.8.8,383,16217,1.6082327868691972
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1078,8.8.8.8,66,12320,1.6577776696088427
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1606,8.8.8.8,1385,13810,2.592663094733399
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1923,8.8.8.8,1202,16341,8.144515442599248
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1034,8.8.8.8,257,7931,1.479689468237503
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1819,8.8.8.8,901,13101,3.4617280813399622
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1160,8.8.8.8,618,11382,9.891743398565595
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1465,8.8.8.8,396,10307,4.2196013346959145
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1821,8.8.8.8,1388,18599,5.558260025236795
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1834,8.8.8.8,949,2463,8.569278437225684
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1227,8.8.8.8,1050,15739,8.56742698636503
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1750,8.8.8.8,1180,3369,3.8429520327582374
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1439,8.8.8.8,889,2854,7.3227838840689845
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1307,8.8.8.8,1251,2290,5.718605321719953
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1217,8.8.8.8,669,2424,9.60360287362131
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1084,8.8.8.8,713,2947,6.771723340253788
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1866,8.8.8.8,1231,1201,5.426719198583053
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1469,8.8.8.8,931,16636,2.3153577440309743
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1492,8.8.8.8,597,13352,2.1482006060806915
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1782,8.8.8.8,323,6839,7.252235085802983
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1636,8.8.8.8,807,3234,7.945671165487159
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1291,8.8.8.8,323,18080,4.070181845143463
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1012,8.8.8.8,52,12099,2.609263516883873
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1906,8.8.8.8,1134,19829,7.779803573057863
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1416,8.8.8.8,753,7173,1.8174075072063327
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1259,8.8.8.8,1399,12340,8.308823879931769
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1328,8.8.8.8,84,18819,9.924548167776015
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1190,8.8.8.8,691,11216,9.848879353796276
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1406,8.8.8.8,780,4763,9.816077207778555
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1971,8.8.8.8,1499,11613,8.816320971998149
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1933,8.8.8.8,1075,2963,2.317483418983815
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1582,8.8.8.8,473,11571,9.998613018046315
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1998,8.8.8.8,671,1884,6.211976431643604
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1144,8.8.8.8,148,12915,1.4896155017952246
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1833,8.8.8.8,1251,19526,4.982799927042311
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1273,8.8.8.8,307,8556,2.7205248057841693
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1179,8.8.8.8,420,18072,2.3694647897203334
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1505,8.8.8.8,865,12602,2.6311054809911054
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1550,8.8.8.8,1239,11505,7.6589570168973475
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1743,8.8.8.8,570,18558,9.118639314955214
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1087,8.8.8.8,654,14510,6.980166567784689
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1955,8.8.8.8,497,11107,7.54904549559237
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1417,8.8.8.8,688,11214,1.4876180392239564
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1596,8.8.8.8,672,8292,2.0261346425691618
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1192,8.8.8.8,144,7031,2.1399276588362133
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1541,8.8.8.8,1190,9053,2.0298424427621136
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1654,8.8.8.8,1012,6684,1.3035870354082584
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1090,8.8.8.8,1190,11833,1.8354321583390218
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1198,8.8.8.8,294,15402,2.1830073010543734
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1773,8.8.8.8,787,10656,6.858021811635325
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1854,8.8.8.8,1486,2969,5.187510936194141
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1288,8.8.8.8,551,5109,6.743913067304873
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1434,8.8.8.8,1038,12500,9.83612077483645
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1696,8.8.8.8,431,17593,6.034774042529796
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1795,8.8.8.8,107,13277,1.5403822076481424
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1797,8.8.8.8,367,14032,3.373739891647797
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1814,8.8.8.8,961,6581,8.675889593045472
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1068,8.8.8.8,836,10348,6.586316808529944
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1423,8.8.8.8,566,19297,7.614572554850048
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1290,8.8.8.8,515,14170,5.060250978692304
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1194,8.8.8.8,1070,15548,4.984278409078902
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1206,8.8.8.8,1209,1275,8.292394500649712
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1066,8.8.8.8,528,14610,6.038500595808749
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1063,8.8.8.8,1481,9890,9.785344945969255
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1173,8.8.8.8,1242,14658,3.689271207632544
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1805,8.8.8.8,1165,11406,3.3359420071332693
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1087,8.8.8.8,500,18713,2.47561444364709
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1563,8.8.8.8,1100,15918,9.592774517061066
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1283,8.8.8.8,304,19116,7.675579534493258
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1908,8.8.8.8,907,17341,4.599957087331439
2025-09-18T10:01:00,DESKTOP-A,svchost.exe,1396,8.8.8.8,722,15260,8.848359332534127
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1181,8.8.8.8,795,12890,3.3918872361083907
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1613,8.8.8.8,397,6385,4.301381523828103
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1316,8.8.8.8,466,15896,6.601238014489525
2025-09-18T10:01:00,DESKTOP-A,chrome.exe,1854,8.8.8.8,256,12617,3.4395283736971125
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1505,8.8.8.8,1294,18750,1.4064914260213521
2025-09-18T10:01:00,DESKTOP-A,winword.exe,1240,8.8.8.8,1303,2098,3.7964325375829295
2025-09-18T10:01:00,DESKTOP-A,explorer.exe,1178,8.8.8.8,781,18624,1.514652541225798
